time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1763696713417470700,0.057470703125,1.8869209264244202,-0.01736321461413696,0.8065873347796338,-0.13338114587812636,-0.5748427864054746,0.13664279334948837,-0.24276857120775816
1763696713427431700,0.067431640625,1.8885395276565309,-0.0186599700591732,0.8069955929453977,-0.13068590153847506,-0.5743062646533108,0.13631728937533522,-0.2438577000301076
1763696713437392600,0.077392578125,1.8902755465126706,-0.020086473456837995,0.8074217270406933,-0.1279413320590372,-0.5737005226596177,0.1361407768234099,-0.24534734544233333
1763696713447352600,0.0873525390625,1.892147182976159,-0.021588891513534072,0.8078745191786691,-0.1251800019666307,-0.5730250550947142,0.13607006908442562,-0.2471040819202489
1763696713457313500,0.0973134765625,1.894120690029169,-0.02310065945323213,0.8083483626875648,-0.12248118103864768,-0.572295316324182,0.1360782364750859,-0.24900321353886307
1763696713467274800,0.107274658203125,1.8962076780244064,-0.024516887828374297,0.8088517816165891,-0.12003364675745003,-0.5714998773975655,0.13618188255861602,-0.2509504120707129
1763696713477234700,0.117234619140625,1.8985157714172929,-0.025758856592705128,0.8094196080724853,-0.11796790688813841,-0.5705900804196437,0.13639447966862325,-0.25288292453764993
1763696713487195600,0.127195556640625,1.901183439639337,-0.026821590574720663,0.8100930183347838,-0.11622797867651148,-0.569516623007061,0.13667737534461843,-0.25473963913771763
1763696713497156600,0.137156494140625,1.9043525361910572,-0.027832725877484844,0.8109070933086685,-0.11449282627789076,-0.5682421826215192,0.1369516628397442,-0.256546510125792
1763696713507116500,0.147116455078125,1.908012077768638,-0.028861102514055027,0.8118555073739189,-0.1125938389084765,-0.5667823679488309,0.1371697224863062,-0.25830268828372205
1763696713517077800,0.157077880859375,1.9119549452297255,-0.029929797702256875,0.8128800161414209,-0.1104582855444264,-0.5652295447577189,0.1372799161858503,-0.25993590730905386
1763696713527038500,0.16703857421875,1.9159878854715833,-0.031013992922741495,0.8139266196889008,-0.10819090978154339,-0.5636544432105246,0.13731494204129288,-0.26145970629765686
1763696713536998400,0.176998291015625,1.9200724730751098,-0.031911363432867164,0.8149911715591861,-0.1063247601130042,-0.5620329050081594,0.13744095441925316,-0.26291533041063514
1763696713546959600,0.186959716796875,1.9242685566822624,-0.032347850128405256,0.8161034162220823,-0.10547939680798145,-0.5603015004246265,0.13780786032283737,-0.26424446169048443
1763696713556920600,0.196920654296875,1.9285322612429745,-0.03214565555566246,0.8172621652262171,-0.10600899091112276,-0.558460074357714,0.1384618227032341,-0.26532545497720117
1763696713566880800,0.206880859375,1.9325194290046648,-0.0312763057428573,0.8183808504924076,-0.10784790018536003,-0.5566686399351171,0.13926453495924226,-0.26588568606051605
1763696713576841500,0.216841552734375,1.935723164579659,-0.029710994572476966,0.8193270268499053,-0.11098512438491,-0.5551498389896805,0.1401038956438139,-0.26568461574604574
1763696713586801400,0.226801513671875,1.9379560188640295,-0.027156948137051804,0.8200566005459133,-0.11617384558369245,-0.5539277163561988,0.14118730840718346,-0.26473047374780234
1763696713596762600,0.2367626953125,1.940119362940409,-0.022955283180818516,0.8208072466846558,-0.12535060693009253,-0.5524493463767876,0.14334670616497688,-0.26372989953564935
1763696713606723600,0.2467236328125,1.9431768043188284,-0.017996754147212475,0.8218027273189092,-0.1360637341993288,-0.5504954322999198,0.14584684841204848,-0.2625343949332404
1763696713616683800,0.256683837890625,1.9465182511663965,-0.0131071010193287,0.8228808004806715,-0.14563440163796024,-0.5485840762325216,0.14748241254636202,-0.26002176488240236
1763696713626644700,0.266644775390625,1.9489905599356236,-0.0076494210436745605,0.8237361224702362,-0.15576746257601998,-0.547077980318843,0.1486811786565569,-0.25610836211271104
1763696713636605400,0.27660546875,1.951267631575107,-0.0008787996386907793,0.824504378561952,-0.1690690831816491,-0.545417079504497,0.15070461213839553,-0.25213482236132134
1763696713646566700,0.286566650390625,1.95430074876839,0.007491643605455878,0.8254009373832313,-0.1862732503664237,-0.5431202696419993,0.15387493845633113,-0.24842674757961167
1763696713656526600,0.296526611328125,1.957774202449583,0.016914946396252215,0.8262972591473743,-0.2062192227039598,-0.5403743569981535,0.1579315116127694,-0.24516453576569416
1763696713666487800,0.30648779296875,1.9606211686200352,0.027683585255854706,0.826847525806237,-0.2300671552800146,-0.5374737693329341,0.1633362686293558,-0.2427263812502517
1763696713676447700,0.31644775390625,1.9632198442041395,0.03971696084837755,0.8270932912680883,-0.2578828464113053,-0.5341730252794298,0.17028892776354546,-0.24160179094986492
1763696713686408400,0.326408447265625,1.9663268855033573,0.051878500833498695,0.8272599260063404,-0.2866811255681137,-0.5303747707397338,0.1779107857831793,-0.24167247427076685
1763696713696369700,0.33636962890625,1.9700543784155202,0.06361369968712166,0.8274166996077353,-0.3150096052321692,-0.5261475116457249,0.18575195850261,-0.24282753564685808
1763696713706329600,0.34632958984375,1.9734656757537703,0.07470307479828964,0.8273486554535101,-0.34249962996653943,-0.5219087041725763,0.1937139671252026,-0.24500544847696412
1763696713716290800,0.356290771484375,1.975415761833933,0.08451205561786479,0.8268464590325892,-0.36769723363754936,-0.5183055374304643,0.20135022853217088,-0.2478965082818886
1763696713726251500,0.36625146484375,1.9757869029223574,0.09217473997931623,0.8260254678817077,-0.38847806887649633,-0.5156391301244426,0.2080912608651088,-0.2513580443533247
1763696713736211500,0.37621142578125,1.9745543004094948,0.09692608486568756,0.8250222842684478,-0.4031645306944617,-0.5141093206503886,0.21362419893278228,-0.25560235728170094
1763696713746172700,0.386172607421875,1.971257859503877,0.09825090409846382,0.8238188256795658,-0.4107490062311646,-0.5140359863699716,0.21779861891786012,-0.26079029442513807
1763696713756133600,0.396133544921875,1.9662104139241274,0.09614908724212891,0.822515303301114,-0.41113683535615986,-0.5153388485574414,0.22056681538965442,-0.26689789781530454
1763696713766093800,0.40609375,1.9598023020008333,0.09100348313716186,0.8211513446400589,-0.4050524877614571,-0.5178174812894684,0.2220222815466008,-0.27378916618872434
1763696713776054500,0.416054443359375,1.9526265532378635,0.08354909230304602,0.81976187963748,-0.3939558973159222,-0.5211046658591962,0.2223958512962015,-0.28124051417018425
1763696713786015500,0.426015380859375,1.9459162683136433,0.07453683777688715,0.8185517207669841,-0.3793162596800834,-0.5245373620420346,0.22198615147877832,-0.2892355165519159
1763696713795975700,0.4359755859375,1.9408811946994586,0.0646430587488365,0.8177403141384724,-0.362587716553096,-0.5274381928990413,0.22120339305041142,-0.2979733078093144
1763696713805936600,0.4459365234375,1.9385476777677053,0.05467205345376126,0.8175173469761481,-0.34553840978146527,-0.5291840554660472,0.22054582390728436,-0.3075630207703154
1763696713815897600,0.455897705078125,1.9396501063623586,0.045535654901438266,0.8180124631864708,-0.33041273945600974,-0.5292000835446298,0.22074751811889903,-0.31830114837148094
1763696713825857500,0.465857421875,1.9434147717821926,0.037945815423759376,0.8190070177331503,-0.31894064006794737,-0.5276459200830418,0.2222106288226702,-0.3298913293614949
1763696713835818500,0.475818603515625,1.950516759861613,0.03335099096089413,0.820792417579259,-0.3117925033279099,-0.5245802765782338,0.22361402176066633,-0.33851935585934284
1763696713845779700,0.48577978515625,1.9598340900482873,0.03293886017075873,0.8230107926332408,-0.3131563194666633,-0.5198080979179905,0.22664473603777793,-0.3456606822084416
1763696713855739600,0.49573974609375,1.9686600213127814,0.03292594820614263,0.8250341435839453,-0.31583605028074846,-0.5150212342410512,0.2301904249921938,-0.35321359520634743
1763696713865700600,0.50570068359375,1.9772309938072261,0.030998090410219916,0.8270285391710286,-0.31394808670846786,-0.5108374118105898,0.23261152062077034,-0.36086405033148683
1763696713875661600,0.51566162109375,1.9845361154329015,0.027004929296347974,0.8287289948696374,-0.307397308533681,-0.5077126482270581,0.2338951321086831,-0.3685357314097313
1763696713885621500,0.52562158203125,1.990511407945401,0.021463083044154316,0.8301138219157814,-0.29703134211356874,-0.505661868825468,0.23400076261054867,-0.37555446793626635
1763696713895582700,0.535582763671875,1.9972740349783957,0.017828053821824105,0.8317293859823417,-0.2892131045687726,-0.503293080328398,0.23367586725242986,-0.37983226962555955
1763696713905543700,0.545543701171875,2.0018504452629156,0.021839611412560064,0.8326714913470535,-0.2993021972566345,-0.49990695798156365,0.2372218968409881,-0.38247769239985596
1763696713915503600,0.555503662109375,2.004671216568562,0.027238839899863435,0.8332180037632633,-0.3115635133838498,-0.497250182109222,0.2403084061965242,-0.38263859453602156
1763696713925464600,0.565464599609375,2.008580112388305,0.031177008355498876,0.8342110545649951,-0.3178702369221191,-0.49521640528843014,0.24058433508467905,-0.3795661052010879
1763696713935425500,0.575425537109375,2.010687905268437,0.03232970218894004,0.8349497642445703,-0.31652574759725055,-0.49511456148441757,0.23806553060231248,-0.3742039737846255
1763696713945385700,0.5853857421875,2.011723515905695,0.03425418704102845,0.8352829705101833,-0.31875316864325254,-0.49478432197907923,0.2373131442657364,-0.37100301341797537
1763696713955346700,0.5953466796875,2.0192303625780283,0.03609113821219099,0.8371574263269015,-0.32013828396643446,-0.4916366232567874,0.23697735298599995,-0.36964802237480027
1763696713965307600,0.6053076171875,2.0276738214177965,0.03696338365878908,0.8392391526743844,-0.31972580916999477,-0.4881661071697818,0.23665425540556245,-0.36947991257295437
1763696713975267600,0.615267578125,2.0367848117554326,0.0369603114052583,0.84150783869029,-0.31708592544498565,-0.48466235092639526,0.23579844301125605,-0.3693677904187055
1763696713985228500,0.625228515625,2.045811603616009,0.03657962951349134,0.843795600004827,-0.31308318308225963,-0.48143370141286157,0.23429167270139054,-0.368447150194665
1763696713995189500,0.635189453125,2.0541898781492756,0.03574455930838464,0.845980280670831,-0.30756962112091674,-0.47875586700208733,0.23201808209011263,-0.36648878674448676
1763696714005149400,0.6451494140625,2.06160499272691,0.0343033853817722,0.8479842325194064,-0.3004188866506244,-0.4767471513880656,0.22903765405300697,-0.36369777842670054
1763696714015110400,0.6551103515625,2.0674898992131108,0.0325065416185156,0.8496595989740321,-0.29240447727075397,-0.47554775825323015,0.22555791983312476,-0.360110959159432
1763696714025071400,0.6650712890625,2.071582205198333,0.030775906226186145,0.8509418298284452,-0.28442852403058577,-0.4751895696929501,0.22168864498747223,-0.35547904816271736
1763696714035031600,0.675031494140625,2.0743554519129326,0.029232392476548116,0.8519375037310253,-0.2767073372335714,-0.47543206196769244,0.21751405995966286,-0.349917956923459
1763696714044992500,0.684992431640625,2.0765386093916294,0.027892670701247842,0.8528123910558272,-0.26920702919471695,-0.47594457735208,0.21309557870038046,-0.3436334861636353
1763696714054953200,0.694953125,2.078900064774137,0.026885766144846317,0.8537432516615455,-0.26209010035099223,-0.47637070948325183,0.2084961834147708,-0.33671593968744684
1763696714064913400,0.704913330078125,2.0820205388749833,0.026455040691360815,0.8548522731121622,-0.2559225264042131,-0.47638141199524714,0.2039327269452916,-0.3293830765959
1763696714074874400,0.714874267578125,2.086737228805815,0.025784067687651256,0.8563763768943863,-0.2484742734345575,-0.47586444824483237,0.19876533089039597,-0.32140131120231497
1763696714084834300,0.724834228515625,2.0928529944676413,0.024760244775747703,0.8582213246350112,-0.24017273451474505,-0.47475263314734634,0.19352765468574026,-0.3137935287253615
1763696714094795500,0.73479541015625,2.0994442600907433,0.024058503348930557,0.8601260095697133,-0.23304868388093414,-0.47320966421161237,0.18888381235590812,-0.30695600293509145
1763696714104756500,0.744756591796875,2.106153985050511,0.0239454658997423,0.862045400562983,-0.22716595679438578,-0.47148747253071926,0.1844017478346712,-0.29981700798161465
1763696714114716400,0.75471630859375,2.1132484595560133,0.024060515776196126,0.864082119772631,-0.22122731949520844,-0.46965201596748296,0.17947206942364682,-0.29167519961878197
1763696714124677400,0.764677490234375,2.1208814584923226,0.024037958442745918,0.8662437125303272,-0.21485291384441227,-0.4675938914544709,0.1743560174386008,-0.2833666385876646
1763696714134638600,0.774638671875,2.1286268280728278,0.023851159275211236,0.8683945115844215,-0.20853648316537093,-0.4653867393817296,0.16952069563457714,-0.2757011316121575
1763696714144598500,0.7845986328125,2.137126476772849,0.023392149784437325,0.8707211986748015,-0.20144572117351295,-0.46288633394954576,0.16441904553965356,-0.2678622047607905
1763696714154559500,0.7945595703125,2.147426634915254,0.022037024962963253,0.8734725476691445,-0.19205824871774393,-0.4597369690110162,0.15875104798742612,-0.2599858676824776
1763696714164520400,0.8045205078125,2.1586910421652443,0.0202770601950415,0.876443487505172,-0.18151960491783106,-0.45621334242702694,0.15265969290852988,-0.2517445070615014
1763696714174480400,0.81448046875,2.1714569533836157,0.018612160824155746,0.8797270547978029,-0.1710387704918702,-0.45195700939305783,0.14652177055923674,-0.24336985455555127
1763696714184441600,0.824441650390625,2.1855142802389977,0.01746237154285212,0.883254441730838,-0.16166522158479948,-0.44697547747906996,0.1406041849260027,-0.23492293500386446
1763696714194402600,0.834402587890625,2.2008454676423086,0.016700504399682972,0.8870123213075789,-0.15316327583503372,-0.44129096723019146,0.13487955168930799,-0.22647104375670396
1763696714204362500,0.844362548828125,2.217545057557682,0.01626834652274151,0.8909993098951864,-0.1455644480545547,-0.43484192532331883,0.12949201385021736,-0.2183368638693272
1763696714214323500,0.854323486328125,2.2356269219745375,0.016080185454357295,0.8951914865422571,-0.13888054128167637,-0.42760152463052165,0.1246214969836997,-0.2109289817619848
1763696714224284400,0.864284423828125,2.254968544549024,0.01627196604418313,0.8995520690179395,-0.1333327228401717,-0.4196255226968185,0.12023180268617847,-0.20406665451717032
1763696714234244400,0.874244384765625,2.275787705566821,0.0178057840301729,0.9041256157037996,-0.1305562719241736,-0.4107722036745798,0.11621502900588603,-0.19678533811422028
1763696714244205600,0.88420556640625,2.296124356006099,0.0221212255248195,0.9085248153738386,-0.13301511928940127,-0.4019008400126808,0.11211134693620184,-0.18701909949319379
1763696714254166300,0.894166259765625,2.312444222569974,0.02857914140371869,0.9119572154488348,-0.14065730222316944,-0.39455375544438887,0.10883294809929708,-0.17687070980370037
1763696714264126500,0.90412646484375,2.3262424275159184,0.032040718477932585,0.9148862440368788,-0.14222884819163148,-0.38866063512466287,0.10440079186183637,-0.16689750171793388
1763696714274087400,0.91408740234375,2.3429791130679782,0.03392707637098375,0.918396058122021,-0.13987985041482454,-0.38162289660654447,0.09880091391944777,-0.15621664239220237
1763696714284048600,0.924048583984375,2.3588734535477776,0.03256822469847592,0.9217380589223112,-0.1315008868102819,-0.3751215419746495,0.09285529284695054,-0.14727424144528525
1763696714294008600,0.934008544921875,2.3726978037334296,0.02966194025050827,0.9246292882599018,-0.12089564021613076,-0.36952428996952336,0.08736524662939055,-0.14009715336212933
1763696714303969300,0.94396923828125,2.3841151515041465,0.026242227714378348,0.9269721338906955,-0.11051331210046791,-0.3648715749548548,0.0830827068969051,-0.13529298281730703
1763696714313930500,0.953930419921875,2.3922611498955626,0.023451908890013064,0.92861842438718,-0.10251500092419966,-0.3615364280107823,0.08005832052576828,-0.1321138092947187
1763696714323890400,0.963890380859375,2.3966475468716184,0.022063948459011024,0.9294809435878572,-0.09864381635854866,-0.3596980103580726,0.07871364583246185,-0.13082582092254758
1763696714333851400,0.973851318359375,2.396888429942204,0.02130133973473756,0.929511634264339,-0.09744739426384885,-0.3595922129302946,0.07904379610474323,-0.1320077258009549
1763696714343811600,0.9838115234375,2.3918068409714954,0.020949160643320093,0.9285084068041971,-0.09847893148593696,-0.3617917559621827,0.08087051212982638,-0.13543307555869089
1763696714353772300,0.993772216796875,2.38311602223868,0.019838343138289572,0.9268007948401535,-0.09897419920925549,-0.3656133473451922,0.0835078590777101,-0.14074821932203063
1763696714363733500,1.0037333984375,2.373563685216865,0.01744196442530089,0.924900801161622,-0.09732552229639256,-0.36986868647650656,0.08632169428600746,-0.14730770985191471
1763696714373693400,1.013693359375,2.365631111881145,0.01451982742178465,0.923263136111201,-0.09467937195949179,-0.37339033359912294,0.08918462918485007,-0.1544519885028343
1763696714383654400,1.023654296875,2.360605602368187,0.011465481146953189,0.9221400079537702,-0.09157251618397591,-0.3755833802767275,0.09199720857910608,-0.16176065453109664
1763696714393615400,1.033615478515625,2.358699076660945,0.008383865537768598,0.9215830595762502,-0.0881044786106868,-0.37635880190722515,0.09470148177427237,-0.1690438240917634
1763696714403575300,1.0435751953125,2.359207832729959,0.005624223519001409,0.9214699804393944,-0.0849569130895501,-0.37602250631223555,0.09730627057932603,-0.1760072808121304
1763696714413536500,1.05353662109375,2.3613435429461718,0.0034331886093188295,0.9216737314692219,-0.08249629570806595,-0.3749390522303664,0.09963207522233211,-0.1820865895009262
1763696714423497500,1.06349755859375,2.364437525638681,0.0018937166401566234,0.9220913753507347,-0.08075865434869754,-0.3734301170224083,0.10145871476677243,-0.18677817048598325
1763696714433457400,1.07345751953125,2.367723017981789,0.0007678593307855255,0.9225955982189571,-0.07920148131049577,-0.37188466995978353,0.10255989412929334,-0.18980917800035207
1763696714443418600,1.083418701171875,2.3703183245781116,-0.0003187018025959688,0.9230232936300772,-0.07716532893537789,-0.3707385523828639,0.10286355307457634,-0.1912917298004178
1763696714453379300,1.09337939453125,2.3716434869058314,-0.0016845988022970682,0.9232589716716149,-0.07414947139868916,-0.3702737294050139,0.10240770833491711,-0.191513759573858
1763696714463339500,1.103339599609375,2.3717275666607707,-0.003305009073904883,0.9232991626774112,-0.07030940816412301,-0.3704576537891784,0.10133494637711135,-0.19072792885388304
1763696714473300500,1.113300537109375,2.370980022355069,-0.004581138487478168,0.9232007805881725,-0.06712138877517407,-0.37100503381723604,0.10017260068062883,-0.18949004977652034
1763696714483261400,1.123261474609375,2.369499901133653,-0.005134884131669475,0.9229434101756383,-0.06585835267656516,-0.3717694109068805,0.09968269606024431,-0.1889431520866746
1763696714493221600,1.1332216796875,2.3677456148786993,-0.00589645199226468,0.9226196720614296,-0.06432024983546143,-0.37266141504076533,0.09930546813477883,-0.18875598094658272
1763696714503182300,1.143182373046875,2.366242468701836,-0.006723650039315069,0.9223347214031844,-0.06268183614194969,-0.37343645045360885,0.09898778925118229,-0.18874004276004067
1763696714513143600,1.1531435546875,2.3655005994006055,-0.008145538781256739,0.9222122662189006,-0.059368049000857195,-0.37396579622261844,0.09801926955817784,-0.18798670691091784
1763696714523103500,1.163103515625,2.3654992052012,-0.009661378993184906,0.9222607944842132,-0.05535644963415858,-0.37421590136331123,0.09645795160645569,-0.1862241506610748
