time,seconds_elapsed,z,y,x
1763693802017401000,0.051401123046875,-0.8027647137641907,0.7859763503074646,0.6036986112594604
1763693802027361000,0.061361083984375,-0.7399548292160034,0.815824031829834,0.4890253245830536
1763693802037321700,0.07132177734375,-0.6482137441635132,0.7615714073181152,0.36019474267959595
1763693802047282000,0.081281982421875,-0.5504496097564697,0.6360467672348022,0.22345633804798126
1763693802057241900,0.091241943359375,-0.45642930269241333,0.4538092613220215,0.08605336397886276
1763693802067201800,0.101201904296875,-0.3806682229042053,0.27204370498657227,-0.03861905261874199
1763693802077163000,0.1111630859375,-0.3210073709487915,0.11162211745977402,-0.14724230766296387
1763693802087123000,0.121123046875,-0.28052014112472534,-0.006546595133841038,-0.23202191293239594
1763693802097083000,0.131082763671875,-0.26493844389915466,-0.08429021388292313,-0.2792685925960541
1763693802107042800,0.141042724609375,-0.26342472434043884,-0.1255982369184494,-0.29608964920043945
1763693802117003000,0.1510029296875,-0.2778385281562805,-0.143263578414917,-0.271505206823349
1763693802126964000,0.1609638671875,-0.2995358407497406,-0.16874922811985016,-0.20458582043647766
1763693802136924000,0.170923828125,-0.31698310375213623,-0.2181515395641327,-0.1101464033126831
1763693802146883800,0.1808837890625,-0.31304508447647095,-0.2619618773460388,-0.010256290435791016
1763693802156843800,0.19084375,-0.28607282042503357,-0.281455397605896,0.07944893836975098
1763693802166803700,0.2008037109375,-0.2476748675107956,-0.2689097821712494,0.14533980190753937
1763693802176765000,0.210764892578125,-0.20626451075077057,-0.216533824801445,0.19110830128192902
1763693802186724900,0.220724853515625,-0.1752602458000183,-0.1379559189081192,0.20990996062755585
1763693802196684800,0.230684814453125,-0.15888133645057678,-0.05040782317519188,0.200666606426239
1763693802206644700,0.240644775390625,-0.1578693389892578,0.02527708373963833,0.16528038680553436
1763693802216605000,0.25060498046875,-0.15498888492584229,0.060135647654533386,0.1066574901342392
1763693802226566000,0.26056591796875,-0.15153290331363678,0.022781886160373688,0.030994152650237083
