time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1763698892819414500,0.19141455078125,-0.051959577947854996,0.0026067805010825396,0.20285838842391968,0.9778251051902771,0.028519339859485626,-0.4076458215713501,0.11207108944654465
1763698892839420000,0.211419921875,-0.05473802611231804,0.0006438210839405656,0.20171450078487396,0.9779133796691895,0.025404460728168488,-0.4054672122001648,0.11705426871776581
1763698892879459000,0.251458984375,-0.055640678852796555,-0.008224907331168652,0.200477734208107,0.9780823588371277,0.006764749065041542,-0.4039818346500397,0.11503785848617554
1763698892889460700,0.261460693359375,-0.055073823779821396,-0.010939516127109528,0.20073305070400238,0.9780355095863342,0.0007743961177766323,-0.4048197269439697,0.1126614362001419
1763698892899480300,0.271480224609375,-0.05445021018385887,-0.013683099299669266,0.20206807553768158,0.977760910987854,-0.005176963284611702,-0.4078522026538849,0.11019182205200195
1763698892909444600,0.281444580078125,-0.05358731374144554,-0.016245082020759583,0.2044176161289215,0.9772809147834778,-0.010747095569968224,-0.4129225015640259,0.10730548202991486
1763698892919490300,0.291490234375,-0.052805814892053604,-0.018480507656931877,0.20761612057685852,0.9766092300415039,-0.01551695354282856,-0.41968345642089844,0.10473112016916275
1763698892929489200,0.3014892578125,-0.052327025681734085,-0.020338311791419983,0.2114132195711136,0.975783109664917,-0.01930587738752365,-0.4276300072669983,0.102956622838974
1763698892939495200,0.3114951171875,-0.052137743681669235,-0.021856699138879776,0.2154078632593155,0.9748863577842712,-0.022235209122300148,-0.43595415353775024,0.10193467140197754
1763698892949497000,0.3214970703125,-0.05212285742163658,-0.02300811931490898,0.21922658383846283,0.9740089774131775,-0.024326497688889503,-0.44389012455940247,0.10143563151359558
1763698892959512300,0.33151220703125,-0.05209503322839737,-0.02409280650317669,0.22246196866035461,0.9732503890991211,-0.026351695880293846,-0.4506298899650574,0.10091132670640945
1763698892969519600,0.34151953125,-0.05281911417841911,-0.0252296831458807,0.2250359207391739,0.9725905656814575,-0.02818804234266281,-0.45604509115219116,0.10196703672409058
1763698892979527200,0.351527099609375,-0.05418630689382553,-0.026468327268958092,0.22722549736499786,0.971973180770874,-0.029955191537737846,-0.46070823073387146,0.10435674339532852
1763698892989534500,0.361534423828125,-0.05584278330206871,-0.027767397463321686,0.22941866517066956,0.9713277816772461,-0.031695593148469925,-0.46540266275405884,0.10734366625547409
1763698892999529000,0.371529052734375,-0.05726991221308708,-0.029026294127106667,0.23232769966125488,0.9705160856246948,-0.03337870538234711,-0.47156405448913574,0.10986283421516418
1763698893009531000,0.38153076171875,-0.058124128729104996,-0.030285855755209923,0.23630058765411377,0.969467043876648,-0.03523990139365196,-0.47990167140960693,0.11114327609539032
1763698893019550000,0.391550048828125,-0.05942284315824509,-0.03127647936344147,0.24123890697956085,0.9681397080421448,-0.03615478053689003,-0.49022340774536133,0.11355821788311005
1763698893029559000,0.40155908203125,-0.06233683601021767,-0.03191176429390907,0.24663624167442322,0.9665745496749878,-0.03529402241110802,-0.5015248656272888,0.11976509541273117
1763698893039562000,0.41156201171875,-0.06617069244384766,-0.03265564143657684,0.252288818359375,0.9648343920707703,-0.0340178981423378,-0.5134158730506897,0.12801992893218994
1763698893049568500,0.421568603515625,-0.07037051767110825,-0.03392106294631958,0.2579139471054077,0.9630045294761658,-0.03356499597430229,-0.5253532528877258,0.13686248660087585
1763698893059570400,0.4315703125,-0.07479958236217499,-0.035553958266973495,0.2632442116737366,0.9611677527427673,-0.03371211141347885,-0.5367695093154907,0.14605775475502014
1763698893069575200,0.4415751953125,-0.07950309664011002,-0.036805443465709686,0.2680363953113556,0.9594170451164246,-0.03279513865709305,-0.5470495820045471,0.1561526209115982
1763698893079583000,0.4515830078125,-0.08426007628440857,-0.0374448262155056,0.27190110087394714,0.9578976631164551,-0.030503585934638977,-0.5553221702575684,0.16678056120872498
1763698893089588700,0.461588623046875,-0.08838354796171188,-0.03757346794009209,0.2748461663722992,0.9566797614097595,-0.027540508657693863,-0.5615764856338501,0.17630508542060852
1763698893099595000,0.471594970703125,-0.09153854101896286,-0.03718072548508644,0.27691763639450073,0.9558006525039673,-0.024142969399690628,-0.5658849477767944,0.18394102156162262
1763698893109600800,0.481600830078125,-0.09359653294086456,-0.036330558359622955,0.2779853641986847,0.9553239941596985,-0.020616203546524048,-0.5679832100868225,0.18930615484714508
1763698893119603700,0.491603759765625,-0.09447690099477768,-0.03514159470796585,0.2780968248844147,0.9552493691444397,-0.017309114336967468,-0.5679959654808044,0.19211211800575256
1763698893129608200,0.501608154296875,-0.0943450778722763,-0.03374220058321953,0.2774201035499573,0.955509603023529,-0.014381050132215023,-0.5663102269172668,0.1926533579826355
1763698893139613200,0.51161328125,-0.09375446289777756,-0.03229464590549469,0.2762255072593689,0.9559637308120728,-0.011770565994083881,-0.5635358691215515,0.1921139806509018
1763698893149618000,0.521617919921875,-0.09319444000720978,-0.03111317567527294,0.2746244966983795,0.9565187692642212,-0.009836153127253056,-0.55997633934021,0.1914202868938446
1763698893159646200,0.531646240234375,-0.09290619939565659,-0.030374521389603615,0.2728690803050995,0.9570727944374084,-0.008759137243032455,-0.5561909675598145,0.19103945791721344
1763698893169661000,0.541660888671875,-0.09294643998146057,-0.030045216903090477,0.27114319801330566,0.9575696587562561,-0.008385072462260723,-0.5525531768798828,0.19114622473716736
1763698893179647000,0.55164697265625,-0.09337472915649414,-0.03003253974020481,0.269563227891922,0.957974374294281,-0.008441933430731297,-0.549285352230072,0.1919495314359665
1763698893189649400,0.5616494140625,-0.09414973109960556,-0.03018503077328205,0.2680760324001312,0.9583109617233276,-0.00863075815141201,-0.5462472438812256,0.19344472885131836
1763698893199663900,0.571663818359375,-0.09481048583984375,-0.030513320118188858,0.2666558623313904,0.9586316347122192,-0.00927449855953455,-0.5433838963508606,0.19457891583442688
1763698893209671700,0.581671630859375,-0.09505440294742584,-0.030960818752646446,0.26512816548347473,0.959016740322113,-0.01047275960445404,-0.5403202176094055,0.19468742609024048
1763698893219692000,0.591692138671875,-0.09476212412118912,-0.031506460160017014,0.2633586823940277,0.9595153331756592,-0.012275678105652332,-0.5367720127105713,0.19350624084472656
1763698893229700900,0.601700927734375,-0.09401402622461319,-0.032061390578746796,0.2614401876926422,0.9600950479507446,-0.014403635635972023,-0.5329115390777588,0.19128930568695068
1763698893239716400,0.61171630859375,-0.09279467910528183,-0.032659389078617096,0.25957608222961426,0.9606990814208984,-0.016887521371245384,-0.5291621685028076,0.1880086213350296
1763698893249726000,0.621725830078125,-0.09140905737876892,-0.03325345739722252,0.2579273283481598,0.9612554907798767,-0.019398124888539314,-0.5258489847183228,0.18439538776874542
1763698893259725800,0.631725830078125,-0.09015926718711853,-0.03385777771472931,0.25672656297683716,0.9616737961769104,-0.02174033783376217,-0.5234597325325012,0.18113452196121216
1763698893269734400,0.641734375,-0.08924951404333115,-0.03442934900522232,0.2560552954673767,0.9619172811508179,-0.023689433932304382,-0.5221601724624634,0.17870654165744781
1763698893289743400,0.661743408203125,-0.08886376023292542,-0.035569608211517334,0.25565752387046814,0.962017297744751,-0.026529492810368538,-0.521539568901062,0.1771421879529953
1763698893299743000,0.671742919921875,-0.0895749107003212,-0.03624201565980911,0.25548622012138367,0.9619717597961426,-0.02763088420033455,-0.521329939365387,0.17832592129707336
1763698893309749800,0.681749755859375,-0.09009657800197601,-0.03715113550424576,0.2553669214248657,0.9619200229644775,-0.029360532760620117,-0.5212672352790833,0.17895065248012543
1763698893319764500,0.691764404296875,-0.09004378318786621,-0.03833575174212456,0.2553865611553192,0.9618732929229736,-0.03201744705438614,-0.5215248465538025,0.1781376749277115
1763698893329772300,0.701772216796875,-0.08940313756465912,-0.03967765346169472,0.25582578778266907,0.9617618918418884,-0.03529612720012665,-0.5226539969444275,0.17594195902347565
1763698893339750000,0.71175,-0.08821342885494232,-0.04091441258788109,0.2568393051624298,0.9615497589111328,-0.038570430129766464,-0.5249225497245789,0.17260614037513733
1763698893349754600,0.721754638671875,-0.08663910627365112,-0.04190928861498833,0.25832757353782654,0.9612513184547424,-0.04146788269281387,-0.5281050205230713,0.16856440901756287
