version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,HD1901,1763694516875,2025-11-21_03-08-36,America/Chicago,android,1.49.0,616e71b4-e087-4271-82c5-23c60887b61e,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10|10,true
