time,acc_z,acc_y,acc_x,gyr_z,gyr_y,gyr_x,grav_z,grav_y,grav_x,yaw,qx,qz,roll,qw,qy,pitch
2025-11-21 04:58:04.870,0.0546460746839642,-1.9209227616444229,-2.0283798045396804,0.4792044460773468,-0.2756117880344391,-0.2160588055849075,2.936161003923416,2.597584298107028,-8.988989216524361,2.435153753047381,-0.5833863630737414,0.7255442486732313,1.2550820662740825,-0.3511242997296994,-0.0997888056894215,-0.2680793386234095
2025-11-21 04:58:04.880,0.1436138134256005,-1.7299202973172068,-1.875099460363388,0.5469107627868652,-0.2700590193271637,-0.2946310639381408,2.9666040729820726,2.6359762803435323,-8.967792114716767,2.4310018557171524,-0.5822314540636604,0.7252911305791799,1.2513216093747512,-0.3538469138570259,-0.0987512709223237,-0.2721415265855239
2025-11-21 04:58:04.890,0.0440463547363877,-1.6419932998001574,-1.5572627602368592,0.6190600395202637,-0.3262913823127746,-0.388060599565506,3.001976707397401,2.67793413836807,-8.943555499082803,2.4257463648917046,-0.5808470257800317,0.7249462138636951,1.2469549763990302,-0.3570870868949489,-0.0977677009831486,-0.2765863058725411
2025-11-21 04:58:04.900,-0.1228103871107101,-1.6102841563284396,-1.170964518302679,0.6643010973930359,-0.3953505754470825,-0.4790283441543579,3.045681409089267,2.722241189867258,-8.915358163124322,2.4193432799740435,-0.5790837369918415,0.7246228313018584,1.2416047170313524,-0.3608438376002631,-0.0968271052523252,-0.2812859964478461
2025-11-21 04:58:04.910,-0.1764785566732287,-1.6536404829740523,-1.2028607087790966,0.6680012941360474,-0.4975467026233673,-0.5565739870071411,3.0993498709127305,2.765597224251926,-8.883461388126015,2.411992413762984,-0.5768593955591595,0.7244482360029919,1.2351108124907682,-0.3649624634113025,-0.0959706982809811,-0.2858910498465158
2025-11-21 04:58:04.920,-0.7044689963206648,-1.397132111774385,-0.6227040285646915,0.6383488774299622,-0.5887119770050049,-0.6255945563316345,3.163763014112413,2.8050720332890746,-8.848308241680265,2.40393699692659,-0.5741292981396516,0.7245267239458548,1.2274062906448102,-0.3692803971711328,-0.0952288214289245,-0.2900892408446914
2025-11-21 04:58:04.930,-0.7778893295794725,-1.429875858990848,-0.6597796675056219,0.5845127701759338,-0.6526488661766052,-0.699078381061554,3.2371833473712206,2.8378163650274275,-8.811233187261223,2.395292203213637,-0.5709445997134327,0.7248577135974867,1.218711633371997,-0.373673315759252,-0.0947198287513672,-0.2935756414824516
2025-11-21 04:58:04.940,-1.4416861237719654,-1.0495783187761902,-0.3326917394310236,0.5094249844551086,-0.6967899203300476,-0.7869247794151306,3.3172438492968674,2.861689408046007,-8.773653690451383,2.3860677724770496,-0.5673821174819232,0.7253912835914189,1.2093180742058651,-0.3780737288047183,-0.0945789177793469,-0.2961198061035723
2025-11-21 04:58:04.950,-1.75674196100831,-0.8193775242656469,-0.3354033364772796,0.4330476224422455,-0.7238785028457642,-0.8765601515769958,3.4030548775732514,2.874949579374492,-8.73637639145851,2.3762282587100185,-0.563457954821845,0.7261114024026771,1.1993508481224815,-0.3824523088186395,-0.094908528749362,-0.2975338022641985
2025-11-21 04:58:04.960,-1.993622379413247,-0.5393751724928617,-0.435135630339384,0.3825882077217102,-0.7372397184371948,-0.959437131881714,3.492841531482339,2.878659539808333,-8.699641528779267,2.3657721470200306,-0.5592465304312139,0.7269407737580055,1.1890039005978867,-0.3868365495938481,-0.095697209629789,-0.2979295405338762
2025-11-21 04:58:04.970,-2.033129921676218,-0.1850590457528829,-0.7307762807488442,0.3720953464508056,-0.7452603578567505,-1.0002552270889282,3.5847216505393384,2.8765903323188424,-8.662873348352312,2.354819256277892,-0.5548543717451092,0.7277859526744193,1.1784478608983222,-0.3912767372324111,-0.0967816365473345,-0.2977088202793711
2025-11-21 04:58:04.980,-2.1258248642474413,-0.1814142595097422,-0.768501908031106,0.4033222198486328,-0.7217336297035217,-1.026310920715332,3.6774171776324502,2.8729458383366464,-8.62514830559194,2.343534517495215,-0.5503717440422721,0.7285778599863406,1.1677744337095457,-0.3958162717259949,-0.0979533239240822,-0.2973200948308763
2025-11-21 04:58:04.990,-2.7141753723114728,0.4568444810613989,-0.6968488767057657,0.4733023643493652,-0.6605347394943237,-1.0462723970413208,3.76597838139981,2.8721435820430514,-8.587118142405151,2.3318240973646898,-0.5460381868356846,0.7290778548219169,1.157495372069583,-0.4005709724122127,-0.0991505675565363,-0.2972345333125081
2025-11-21 04:58:05.000,-2.798587055183947,0.4540238706827163,-0.7353127551347017,0.5323874950408936,-0.6060243248939514,-1.07463276386261,3.850389479750395,2.8749636078998444,-8.548652510410546,2.3196067626969223,-0.5418603074725519,0.7292568285975064,1.1476023852677923,-0.4055855923083454,-0.1003602247855364,-0.2975353161333913
2025-11-21 04:58:05.010,-3.308989815692603,0.5246554500058292,-0.1086561895519495,0.5670275092124939,-0.5314555764198303,-1.1197209358215332,3.930135216638446,2.8794501056641337,-8.51076847769618,2.306845353774686,-0.5378451261863915,0.7291150301671204,1.138186301479272,-0.4108191414512644,-0.1016931089428779,-0.2980138647497692
2025-11-21 04:58:05.020,-3.5293396627962585,0.5518579297080636,0.2042804635733366,0.5742721557617188,-0.4630941152572632,-1.1838053464889526,4.005037312887609,2.882474714182317,-8.474750823375583,2.293458477129363,-0.5339710730385182,0.7286693631867445,1.1293205164723377,-0.4162223471497262,-0.1033189964255166,-0.2983365164686241
2025-11-21 04:58:05.030,-3.729939684291184,0.6632505584865808,0.4607335974544286,0.5707412958145142,-0.4031293094158172,-1.2500507831573486,4.076350736995041,2.8818136199250817,-8.44090642144084,2.279446687186132,-0.5301638178104202,0.7279860684345902,1.1208992996368452,-0.4217491262151452,-0.1053104239959987,-0.2982660010712325
2025-11-21 04:58:05.040,-3.878673909470439,0.7849968234971165,0.6238321558117866,0.5754772424697876,-0.3468484282493591,-1.2985947132110596,4.144280948404967,2.8776828037306665,-8.409177404224872,2.264889882133061,-0.526417745153854,0.7270820535442658,1.1129024971594486,-0.4273771591534118,-0.1076328819655792,-0.2978253292635581
2025-11-21 04:58:05.050,-3.943022170740366,0.7906444739952683,0.593750905802846,0.6005029678344727,-0.2898799479007721,-1.3306623697280884,4.208629209674895,2.87203486097157,-8.379096154215931,2.2498984113359084,-0.5227630083952387,0.7259451076105506,1.105328599606677,-0.4331098878532238,-0.1101747198288339,-0.2972229550697821
2025-11-21 04:58:05.060,-4.183751081266999,1.0741776302427053,0.8319131807118654,0.6370719075202942,-0.2111929208040237,-1.3565430641174316,4.267697192454338,2.866977285321057,-8.35090232538879,2.234516421999792,-0.5192950728826075,0.7245005414343111,1.0983508173253185,-0.4389656426812698,-0.1128743518476836,-0.2966836244331343
2025-11-21 04:58:05.070,-4.237370443251729,1.0783993395909666,0.805745889276266,0.6712160110473633,-0.1398409754037857,-1.381946682929993,4.321316846700013,2.86275586823374,-8.324736202996968,2.218715643420647,-0.5160224261428422,0.7227317593550542,1.0919908100442204,-0.4449546774887939,-0.1157368026048325,-0.2962335150369132
