time,acc_z,acc_y,acc_x,gyr_z,gyr_y,gyr_x,grav_z,grav_y,grav_x,qz,qy,qx,qw,roll,pitch,yaw
2025-11-21 05:02:53.620,-1.3359556198120115,-3.075245857238769,-6.144026756286621,0.3267602324485779,-1.1507179737091064,0.1757634431123733,3.786761999130249,-8.968635559082031,1.1808422803878784,-0.7497130036354065,0.4632028639316559,-0.3039275705814361,0.3619413375854492,-0.3022782206535339,1.1543848514556885,2.439748287200928
2025-11-21 05:02:53.630,-0.0746870040893554,-1.9328632354736328,-7.586827754974365,0.4588491320610046,-1.2487194538116455,0.1991985738277435,3.788837194442749,-8.969483375549316,1.167670965194702,-0.7470631003379822,0.4613018333911896,-0.306632786989212,0.3675237596035003,-0.2989509999752044,1.1545987129211426,2.4227547645568848
2025-11-21 05:02:53.640,1.0833740234375,-0.7213716506958008,-7.704928398132324,0.6621754765510559,-1.2742849588394165,0.2503297626972198,3.7990102767944336,-8.969100952148438,1.1371662616729736,-0.7441443204879761,0.4592868089675903,-0.3088041543960571,0.3740920126438141,-0.2908439934253692,1.1545019149780271,2.400141477584839
2025-11-21 05:02:53.650,0.961334228515625,0.2112464904785156,-6.3304443359375,0.8336780071258545,-1.2423280477523804,0.2620473206043243,3.811479568481445,-8.969198226928711,1.0938469171524048,-0.7410087585449219,0.4574335217475891,-0.3105208575725555,0.3811002075672149,-0.2794763445854187,1.1545265913009644,2.374246835708618
2025-11-21 05:02:53.660,-0.4754970073699951,0.8878984451293945,-4.315306663513184,0.9348751306533812,-1.2444584369659424,0.1661763489246368,3.813220739364624,-8.974052429199219,1.0469541549682615,-0.7374626398086548,0.4560818970203399,-0.3123605847358703,0.3880321979522705,-0.2679561674594879,1.155752420425415,2.3482086658477783
2025-11-21 05:02:53.670,-1.7907617092132568,1.3055100440979004,-1.965369462966919,0.9423317909240724,-1.2455236911773682,0.0149132627993822,3.799283266067505,-8.984709739685059,1.0053900480270386,-0.7335777282714844,0.4552741050720215,-0.3146679699420929,0.3944278061389923,-0.2586965262889862,1.1584562063217163,2.3246726989746094
2025-11-21 05:02:53.680,-1.739227056503296,1.3130030632019043,0.4501713514328003,0.8198299407958984,-1.2220885753631592,-0.0713706091046333,3.7781460285186768,-8.996464729309082,0.9795973300933838,-0.7298409938812256,0.4544929563999176,-0.3174969553947449,0.3999549746513366,-0.2536935210227966,1.1614574193954468,2.30596137046814
2025-11-21 05:02:53.690,-0.8597910404205322,1.1349196434020996,2.7347662448883057,0.5632419586181641,-1.2753502130508425,-0.0330222249031066,3.7615928649902335,-9.002902030944824,0.9841578006744384,-0.7267089486122131,0.4528458416461944,-0.3211584985256195,0.4045762717723846,-0.2558972239494324,1.1631097793579102,2.294358491897583
2025-11-21 05:02:53.700,0.0119447708129882,0.9010038375854492,4.531639099121094,0.2031932026147842,-1.430874228477478,0.102262370288372,3.756865978240967,-8.999613761901855,1.0311667919158936,-0.7244353294372559,0.4496306777000427,-0.3260144293308258,0.4083384573459625,-0.2678782939910888,1.1622648239135742,2.2915844917297363
2025-11-21 05:02:53.710,0.2335920333862304,0.6720685958862305,5.2839860916137695,-0.1652442663908004,-1.5395280122756958,0.2673735022544861,3.765037298202514,-8.985913276672363,1.1172462701797483,-0.723100483417511,0.4449190199375152,-0.3317884802818298,0.4112045168876648,-0.2884654700756073,1.1587623357772827,2.2969558238983154
2025-11-21 05:02:53.720,-0.3074953556060791,0.5278406143188477,5.001371383666992,-0.4251611232757568,-1.4638965129852295,0.3588503897190094,3.77946138381958,-8.966029167175293,1.2232706546783447,-0.7225462794303894,0.4396457076072693,-0.3376577496528625,0.4130687713623047,-0.3130218088626861,1.1537282466888428,2.307558298110962
2025-11-21 05:02:53.730,-0.7810547351837158,0.4852962493896484,4.001298904418945,-0.5114449858665466,-1.178413987159729,0.290808618068695,3.788797855377197,-8.947798728942871,1.3237487077713013,-0.7223989367485046,0.4351440072059631,-0.3427459299564361,0.4139018356800079,-0.3361266255378723,1.1491624116897583,2.31982159614563
2025-11-21 05:02:53.740,-1.0949151515960691,0.4467668533325195,2.6329236030578613,-0.4667052328586578,-0.7268883585929871,0.0628487467765808,3.782238245010376,-8.938987731933594,1.399842381477356,-0.7223394513130188,0.4325597882270813,-0.3464845418930053,0.4136014878749847,-0.3544761836528778,1.146972417831421,2.3319153785705566
2025-11-21 05:02:53.750,-1.4583690166473389,0.4787225723266601,1.3064199686050415,-0.3569862246513366,-0.2157096862792968,-0.252460241317749,3.753650188446045,-8.944076538085938,1.443600058555603,-0.7221767902374268,0.4324584901332855,-0.3487072288990021,0.4121208190917969,-0.367147833108902,1.1482360363006592,2.3434808254241943
2025-11-21 05:02:53.760,-1.2250754833221436,0.5074625015258789,0.2944142818450928,-0.2493976801633834,0.1868152469396591,-0.5186353325843811,3.707669973373413,-8.9605712890625,1.4600450992584229,-0.7218760251998901,0.434361457824707,-0.3497021198272705,0.4097969532012939,-0.3751418888568878,1.1523563861846924,2.354353666305542
2025-11-21 05:02:53.770,-1.6410634517669678,0.7145481109619141,-0.5661061406135559,-0.1961360275745391,0.477623850107193,-0.6837464570999146,3.650515794754028,-8.984152793884277,1.4591513872146606,-0.7215582728385925,0.4376122951507568,-0.3498156070709228,0.4067900478839874,-0.3802572786808014,1.1583139896392822,2.365289688110352
2025-11-21 05:02:53.780,-1.6120491027832031,0.98881196975708,-1.196561574935913,-0.2078536003828048,0.7439321279525757,-0.7210295796394348,3.593944787979126,-9.008647918701172,1.4485129117965698,-0.7216084599494934,0.4415299594402313,-0.3490144312381744,0.4031394720077514,-0.3831264972686767,1.1645900011062622,2.3766732215881348
2025-11-21 05:02:53.790,-0.7318720817565918,1.180041790008545,-1.4021830558776855,-0.2866808474063873,0.9025186896324158,-0.5953320860862732,3.5528693199157715,-9.026424407958984,1.4391649961471558,-0.7223738431930542,0.4450764656066894,-0.3475069105625152,0.3991514444351196,-0.3848704695701599,1.1692020893096924,2.388456344604492
2025-11-21 05:02:53.800,-0.2106335163116455,1.269670009613037,-1.3726264238357544,-0.4123783409595489,0.9770849943161012,-0.3556546866893768,3.5355939865112305,-9.033251762390137,1.438868761062622,-0.7240514755249023,0.4476161897182464,-0.345506340265274,0.3949868083000183,-0.3864977061748504,1.170986890792847,2.4008569717407227
2025-11-21 05:02:53.810,-0.0585474967956543,1.179257869720459,-1.3712682723999023,-0.5199668407440186,0.8609746098518372,-0.1768286824226379,3.5331125259399414,-9.032045364379885,1.4524662494659424,-0.7261263132095337,0.4490705728530884,-0.3437979221343994,0.3909976780414581,-0.3900394439697265,1.1706712245941162,2.414069414138794
2025-11-21 05:02:53.820,-0.2276492118835449,0.933119773864746,-1.377299427986145,-0.5977289080619812,0.5745600461959839,-0.1235670298337936,3.530850887298584,-9.027946472167969,1.483120322227478,-0.7279513478279114,0.4496558606624603,-0.3432000875473022,0.3874404430389404,-0.3976672291755676,1.1695996522903442,2.4286255836486816
2025-11-21 05:02:53.830,-0.7360982894897461,0.6978321075439453,-1.690541386604309,-0.6604444980621338,0.281620979309082,-0.1768286824226379,3.51831316947937,-9.025179862976074,1.5290499925613403,-0.7292287945747375,0.4498293995857239,-0.3439033031463623,0.3841997385025024,-0.4099716246128082,1.1688778400421145,2.445146083831787
2025-11-21 05:02:53.840,-1.0344336032867432,0.4403047561645508,-2.343252658843994,-0.7147713303565979,0.1134473159909248,-0.2418078929185867,3.4966700077056885,-9.024086952209473,1.5841515064239502,-0.7301202416419983,0.4498888552188873,-0.3454264998435974,0.3810577392578125,-0.4253838658332824,1.168593168258667,2.4632673263549805
2025-11-21 05:02:53.850,-0.5871872901916504,-0.0473785400390625,-3.076268196105957,-0.7499240636825562,0.0410114713013172,-0.2268946319818496,3.476012706756592,-9.021580696105955,1.6428098678588867,-0.7309507131576538,0.4497012495994568,-0.3471908569335937,0.3780719339847564,-0.441499263048172,1.1679404973983765,2.481370449066162
2025-11-21 05:02:53.860,0.5453953742980957,-0.7736425399780273,-3.91829776763916,-0.7605763673782349,-0.0974688231945037,-0.0788272470235824,3.468439817428589,-9.012989044189451,1.704795479774475,-0.7318779826164246,0.4486458301544189,-0.3491069972515106,0.375760406255722,-0.4568378329277038,1.1657119989395142,2.497098684310913
2025-11-21 05:02:53.870,1.5754125118255615,-1.7851219177246094,-4.966123104095459,-0.7105104327201843,-0.2998631000518799,0.2226337045431137,3.486084461212158,-8.994344711303711,1.76617693901062,-0.7330009937286377,0.4461804628372192,-0.3509731888771057,0.3747670650482178,-0.4689425528049469,1.160914182662964,2.50711441040039
2025-11-21 05:02:53.880,2.698596715927124,-3.1238021850585938,-5.992406845092773,-0.5604457259178162,-0.2806889116764068,0.7029206156730652,3.5484983921051025,-8.96117115020752,1.8099606037139893,-0.7349063158035278,0.4422547519207001,-0.3514081239700317,0.3752808570861816,-0.471666157245636,1.1525068283081057,2.507138967514038
2025-11-21 05:02:53.890,3.986817598342896,-4.965427398681641,-6.673028945922852,-0.2611152529716491,-0.1070559173822403,1.366427659988403,3.674177408218384,-8.908730506896973,1.8180596828460691,-0.7379745244979858,0.4367367923259735,-0.349184900522232,0.3777889311313629,-0.4594957530498504,1.139531135559082,2.4927544593811035
2025-11-21 05:02:53.900,4.306586742401123,-7.018460273742676,-6.348815441131592,0.2095845937728881,-0.0601856671273708,2.074674367904663,3.86126446723938,-8.836484909057617,1.7825746536254885,-0.7416996359825134,0.4295568764209747,-0.3443998098373413,0.383081316947937,-0.4325044453144073,1.1222318410873413,2.4625003337860107
2025-11-21 05:02:53.910,2.9639968872070312,-8.2549409866333,-4.628673076629639,0.7623074054718018,-0.3754946291446686,2.5847878456115723,4.081139087677002,-8.750535011291504,1.7154699563980105,-0.7447980642318726,0.4209158718585968,-0.3387471735477447,0.3916070163249969,-0.3979178071022033,1.102428317070007,2.4201135635375977
2025-11-21 05:02:53.920,2.115640640258789,-8.408515930175781,-2.2862534523010254,1.2362029552459717,-0.958043932914734,2.947899341583252,4.318081855773926,-8.650875091552734,1.639185070991516,-0.746641218662262,0.4104815125465393,-0.3336825370788574,0.4033457338809967,-0.3628057837486267,1.0803945064544678,2.3701066970825195
2025-11-21 05:02:53.930,1.7928457260131836,-7.872194290161133,-0.0495102405548095,1.557903289794922,-1.4873316287994385,3.3717288970947266,4.5794782638549805,-8.528701782226562,1.5684410333633425,-0.747666597366333,0.3977073431015014,-0.3291510939598083,0.4177117347717285,-0.3299718797206878,1.0545648336410522,2.315907716751098
2025-11-21 05:02:53.940,0.3755269050598144,-6.789947509765625,2.3775620460510254,1.6729484796524048,-1.866421461105347,3.8361704349517822,4.8681254386901855,-8.376456260681152,1.5187864303588867,-0.7484966516494751,0.3823767602443695,-0.3249348998069763,0.43354132771492,-0.3024163842201233,1.023935079574585,2.262430429458618
2025-11-21 05:02:53.950,-1.8494999408721924,-5.1534624099731445,4.429475784301758,1.5941212177276611,-2.168947696685791,4.1726508140563965,5.171706199645996,-8.19500732421875,1.5052248239517212,-0.7493014335632324,0.3647682666778564,-0.3213416934013366,0.4497010409832001,-0.2832257151603699,0.9893300533294678,2.2140157222747803
2025-11-21 05:02:53.960,-3.4247326850891118,-3.1438426971435547,5.624651908874512,1.3853355646133425,-2.412752866744995,4.32604455947876,5.4747819900512695,-7.990017890930176,1.535172939300537,-0.7500535845756531,0.3454218506813049,-0.3186652362346649,0.4653555750846863,-0.2733869552612304,0.952306628227234,2.1726222038269043
2025-11-21 05:02:53.970,-4.555539131164551,-1.116102695465088,5.747092247009277,1.1042472124099731,-2.599168539047241,4.298348426818848,5.762934684753418,-7.769795894622803,1.609112024307251,-0.7506524324417114,0.3250008523464203,-0.317090779542923,0.4799466729164123,-0.2722829580307007,0.9145673513412476,2.138469219207764
2025-11-21 05:02:53.980,-4.732390403747559,0.7245030403137207,5.109659671783447,0.8336780071258545,-2.572537660598755,4.130041599273682,6.028943538665772,-7.542860984802246,1.710985779762268,-0.751198410987854,0.3045414984226227,-0.3160125017166137,0.4930431246757507,-0.2765246033668518,0.8775221705436707,2.110363483428955
2025-11-21 05:02:53.990,-4.00966739654541,2.250627040863037,4.107795715332031,0.6611102223396301,-2.356295347213745,3.842561721801758,6.2687296867370605,-7.318861961364746,1.8187003135681152,-0.7516391277313232,0.2851171195507049,-0.3147887587547302,0.5046334266662598,-0.2823705673217773,0.8425101637840271,2.0862791538238525
2025-11-21 05:02:54.000,-3.882967710494995,2.98433256149292,3.2955241203308105,0.6174356937408447,-1.8163554668426516,3.416468620300293,6.47873592376709,-7.112369060516357,1.900151371955872,-0.7520673274993896,0.2684208750724792,-0.3124526143074035,0.5145078301429749,-0.2852899134159088,0.8114116191864014,2.064833164215088
2025-11-21 05:02:54.010,-3.272266149520874,2.446516990661621,3.557646989822388,0.5961310267448425,-0.7407364249229431,2.863745927810669,6.663449764251709,-6.9348859786987305,1.917332649230957,-0.7532538771629333,0.2564118504524231,-0.307427316904068,0.5218716263771057,-0.2801702916622162,0.7854757905006409,2.0465023517608643
2025-11-21 05:02:54.020,-2.208425045013428,0.6650905609130859,3.938255071640015,0.4322183132171631,0.5181027054786682,2.2971749305725098,6.8275651931762695,-6.788530826568604,1.86295223236084,-0.755926787853241,0.2495883107185363,-0.2993271350860595,0.5260072946548462,-0.2663732469081878,0.7645848989486694,2.033365249633789
2025-11-21 05:02:54.030,-2.4460368156433105,-0.8987159729003906,3.5167388916015625,0.1669752746820449,1.2817416191101074,1.7859963178634644,6.965490341186523,-6.671667575836182,1.7723373174667358,-0.7596702575683594,0.2464634180068969,-0.2900251746177673,0.5272971391677856,-0.2491582185029983,0.7482001781463623,2.026310920715332
2025-11-21 05:02:54.040,-3.305474281311035,-1.8398995399475095,2.3688478469848637,-0.0077229393646121,1.337133765220642,1.3291444778442385,7.069711685180664,-6.584062576293945,1.6851340532302856,-0.7632830142974854,0.2451498657464981,-0.2818626463413238,0.5271185636520386,-0.2339933812618255,0.7360794544219971,2.023404359817505
2025-11-21 05:02:54.050,-3.760082006454468,-2.4701685905456543,0.9043768644332886,-0.0290275998413562,0.9440627694129944,0.9967917799949646,7.143000602722168,-6.520390033721924,1.6224825382232666,-0.7658990621566772,0.2442012429237365,-0.2759965360164642,0.5268683433532715,-0.223353236913681,0.7273528575897217,2.0217764377593994
2025-11-21 05:02:54.060,-3.794306993484497,-2.561269760131836,-0.2169208526611328,0.0529953427612781,0.534081220626831,0.8371400237083435,7.19849157333374,-6.469442844390869,1.5806353092193604,-0.7674795985221863,0.2429718226194381,-0.2719260156154632,0.527253270149231,-0.2161484509706497,0.7204189300537109,2.019390106201172
2025-11-21 05:02:54.070,-3.868941068649292,-2.1100969314575195,-0.5037167072296143,0.1786928325891494,0.4264926612377167,0.7593780159950256,7.247320175170898,-6.425145626068115,1.5376094579696655,-0.7684707045555115,0.2419036328792572,-0.2682762444019317,0.5281697511672974,-0.2090624272823333,0.7144241333007812,2.0155622959136963
2025-11-21 05:02:54.080,-4.115337371826172,-1.311997890472412,-0.0616180896759033,0.3086512684822082,0.5383421182632446,0.5921363830566406,7.287197113037109,-6.393641948699951,1.4793498516082764,-0.7690738439559937,0.2418582588434219,-0.2645012438297272,0.5292155146598816,-0.200284868478775,0.7101796865463257,2.01065731048584
2025-11-21 05:02:54.090,-4.160687446594238,-0.1383552551269531,0.7239499092102051,0.4066527187824249,0.6597787141799927,0.275895357131958,7.30928897857666,-6.384490966796875,1.4081746339797974,-0.7692170143127441,0.2433186024427414,-0.2610096335411072,0.530070960521698,-0.1903236508369445,0.708949625492096,2.005464792251587
2025-11-21 05:02:54.100,-4.2340850830078125,1.195197582244873,1.4984158277511597,0.4524577260017395,0.7545844316482544,-0.1203713342547416,7.308255195617676,-6.402600765228272,1.3290966749191284,-0.768901526927948,0.2464467138051986,-0.2581602334976196,0.5304787755012512,-0.1798961907625198,0.7113850712776184,2.0007240772247314
2025-11-21 05:02:54.110,-4.562967300415039,2.631996154785156,1.8587602376937864,0.464175283908844,0.855648398399353,-0.5388747453689575,7.282219409942627,-6.449399471282959,1.242944359779358,-0.7681720852851868,0.2513410747051239,-0.2560035288333893,0.5302843451499939,-0.1690530031919479,0.7177025675773621,1.9967340230941768
2025-11-21 05:02:54.120,-4.9108967781066895,3.829408407211304,2.0783472061157227,0.459914356470108,1.0431294441223145,-0.9893351793289183,7.229046821594238,-6.527001857757568,1.144336223602295,-0.7671113014221191,0.2583564519882202,-0.2543090879917145,0.5292627811431885,-0.1569943577051162,0.7282558679580688,1.9936437606811523
2025-11-21 05:02:54.130,-5.022202014923096,4.821741104125977,2.157268047332764,0.4332835376262665,1.252980351448059,-1.4601681232452393,7.146164894104004,-6.6359381675720215,1.0329713821411133,-0.7657329440116882,0.2676080167293548,-0.2530472874641418,0.527262806892395,-0.1435547322034835,0.743240475654602,1.9915907382965088
