time,seconds_elapsed,z,y,x
1763694515487960600,0.185960693359375,8.958958625793457,2.5514724254608154,-3.065525770187378
1763694515508091000,0.2060908203125,8.972976684570312,2.4318130016326904,-3.121276617050171
1763694515528534500,0.226534423828125,8.956603050231934,2.4707422256469727,-3.1376869678497314
1763694515548032500,0.246032470703125,8.931678771972656,2.520801067352295,-3.1687653064727783
1763694515558038500,0.25603857421875,8.920454978942871,2.5282468795776367,-3.1943459510803223
1763694515568118800,0.266118896484375,8.918768882751465,2.522535800933838,-3.2035558223724365
1763694515578199300,0.27619921875,8.919804573059082,2.508955717086792,-3.211325168609619
1763694515588971500,0.286971435546875,8.921857833862305,2.4962475299835205,-3.215521812438965
1763694515599051800,0.2970517578125,8.921797752380371,2.488309860229492,-3.2218384742736816
1763694515609132300,0.30713232421875,8.919078826904297,2.489792585372925,-3.2282135486602783
1763694515628701700,0.32670166015625,8.919699668884277,2.513751268386841,-3.207864999771118
1763694515638782000,0.336781982421875,8.920459747314453,2.529623508453369,-3.193242311477661
1763694515648883500,0.346883544921875,8.922632217407227,2.536688804626465,-3.1815454959869385
1763694515658963700,0.356963623046875,8.929373741149902,2.5352864265441895,-3.1637015342712402
1763694515669044000,0.3670439453125,8.93543529510498,2.5268633365631104,-3.153306007385254
1763694515679130600,0.377130615234375,8.940383911132812,2.5121569633483887,-3.151031732559204
1763694515689211000,0.3872109375,8.94456958770752,2.4934170246124268,-3.154036045074463
1763694515699291400,0.39729150390625,8.946178436279297,2.4763224124908447,-3.162926197052002
1763694515709362400,0.407362548828125,8.945240020751953,2.466392755508423,-3.173323392868042
1763694515719443000,0.41744287109375,8.942407608032227,2.460747718811035,-3.1856653690338135
1763694515729523200,0.427523193359375,8.93709945678711,2.461353063583374,-3.200061321258545
1763694515739629000,0.437629150390625,8.932602882385254,2.4617884159088135,-3.2122581005096436
1763694515749709300,0.447709228515625,8.930715560913086,2.4532618522644043,-3.224006175994873
1763694515759789600,0.45778955078125,8.93032169342041,2.4397618770599365,-3.2353198528289795
1763694515769807000,0.46780712890625,8.931074142456055,2.422222852706909,-3.2464048862457275
1763694515779887400,0.477887451171875,8.931998252868652,2.4057462215423584,-3.2560975551605225
1763694515789967600,0.487967529296875,8.932635307312012,2.3938522338867188,-3.2631092071533203
1763694515800073700,0.49807373046875,8.933268547058105,2.3888373374938965,-3.265049457550049
1763694515810154000,0.508154052734375,8.934590339660645,2.388070583343506,-3.2619941234588623
1763694515820234500,0.518234375,8.937464714050293,2.3855035305023193,-3.2559914588928223
1763694515830322000,0.528322021484375,8.940884590148926,2.380114793777466,-3.2505414485931396
1763694515840402200,0.538402099609375,8.943796157836914,2.3727426528930664,-3.2479195594787598
1763694515850482400,0.548482421875,8.945371627807617,2.3642830848693848,-3.249751091003418
1763694515860560600,0.558560546875,8.946929931640625,2.3587491512298584,-3.2494819164276123
1763694515870641000,0.568640869140625,8.948278427124023,2.360252857208252,-3.2446718215942383
1763694515880721400,0.578721435546875,8.948606491088867,2.3678536415100098,-3.238224744796753
1763694515891457300,0.589457275390625,8.947806358337402,2.3806521892547607,-3.231043577194214
1763694515901537500,0.59953759765625,8.945626258850098,2.3941235542297363,-3.2271230220794678
1763694515911618000,0.6096181640625,8.944060325622559,2.404026985168457,-3.224102020263672
1763694515921646800,0.619646728515625,8.945188522338867,2.4070980548858643,-3.2186782360076904
1763694515931727400,0.629727294921875,8.94994831085205,2.401115655899048,-3.2099006175994873
1763694515941807600,0.6398076171875,8.95669937133789,2.3910090923309326,-3.1985933780670166
1763694515951370000,0.649369873046875,8.961663246154785,2.3836913108825684,-3.1901395320892334
1763694515961450200,0.6594501953125,8.964193344116211,2.381596565246582,-3.184591293334961
1763694515971530500,0.669530517578125,8.964784622192383,2.384850025177002,-3.180487632751465
1763694515981611000,0.679611083984375,8.963276863098145,2.391840696334839,-3.1794896125793457
1763694515991605500,0.68960546875,8.960402488708496,2.4001471996307373,-3.1813294887542725
1763694516001686000,0.69968603515625,8.956432342529297,2.4116175174713135,-3.183833360671997
1763694516011766300,0.709766357421875,8.952045440673828,2.4246268272399902,-3.1862943172454834
1763694516021855700,0.719855712890625,8.949721336364746,2.434246301651001,-3.1854875087738037
1763694516031936300,0.729936279296875,8.95057487487793,2.438418388366699,-3.1798901557922363
1763694516042016500,0.7400166015625,8.953923225402832,2.439060688018799,-3.169956684112549
1763694516052121900,0.750121826171875,8.958908081054688,2.4374499320983887,-3.1570844650268555
1763694516062202400,0.760202392578125,8.966174125671387,2.433476686477661,-3.1394731998443604
1763694516072282600,0.77028271484375,8.976713180541992,2.4253947734832764,-3.1155195236206055
1763694516082378200,0.780378173828125,8.988861083984375,2.415876626968384,-3.087764024734497
1763694516092458500,0.79045849609375,9.000112533569336,2.410327911376953,-3.0591955184936523
1763694516102539000,0.8005390625,9.00993537902832,2.409862518310547,-3.0305135250091553
1763694516112606700,0.810606689453125,9.017440795898438,2.415374517440796,-3.0036845207214355
1763694516122687000,0.82068701171875,9.022610664367676,2.4246068000793457,-2.980631113052368
1763694516132767200,0.830767333984375,9.028182983398438,2.432626724243164,-2.9571282863616943
1763694516142841300,0.84084130859375,9.035482406616211,2.436819314956665,-2.9312729835510254
1763694516152921600,0.850921630859375,9.043416023254395,2.437037467956543,-2.9065210819244385
1763694516163002000,0.861002197265625,9.050849914550781,2.435910940170288,-2.8842382431030273
1763694516173103000,0.87110302734375,9.05822467803955,2.4353244304656982,-2.8614916801452637
1763694516183183400,0.881183349609375,9.06562328338623,2.4341843128204346,-2.83894419670105
