time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1763698889150966500,0.069966552734375,-0.13856755661470874,-0.1908891290421271,-0.0690715800421073,0.011804565039631568,-0.9789930281837588,-0.019053376049468527,-0.385897024624201
1763698889160989200,0.0799892578125,-0.14196165486592904,-0.19232890980082967,-0.07052300234927882,0.009738756874325866,-0.9786190189937085,-0.018464358278703623,-0.3887562676296927
1763698889171012400,0.090012451171875,-0.14541865106443566,-0.19381603493665117,-0.07205842676589186,0.008272831643373809,-0.9782189264423653,-0.01818517227227956,-0.3917536722719101
1763698889181035300,0.10003515625,-0.1492855420245733,-0.19531405373301822,-0.07382329032205988,0.0071435003207386055,-0.9777905955357488,-0.018118071712053974,-0.39480431100174607
1763698889191057400,0.110057373046875,-0.15381352778711588,-0.1969194604552666,-0.07589937191267637,0.0059410679594343995,-0.9773099196483707,-0.01809488017558384,-0.39808029910685994
1763698889201080300,0.120080322265625,-0.15887201350763994,-0.19885542853489047,-0.07825004898372631,0.004982273276580206,-0.9767289491610385,-0.018278276343178346,-0.40206147696562966
1763698889211103500,0.130103515625,-0.16424638371346098,-0.20141182996031845,-0.08076121451407965,0.0042263205358529145,-0.975993355650928,-0.0186543453818584,-0.407337747154602
1763698889221126400,0.14012646484375,-0.1698401620956898,-0.2047168472191986,-0.0832558954917659,0.0024335006331427426,-0.9750962473405087,-0.018621554137360365,-0.41406920189408514
1763698889231149300,0.1501494140625,-0.17596312089913424,-0.2088395748595225,-0.08581452654521048,-0.000973261251097344,-0.974012247101778,-0.01794392184157892,-0.42234914631919174
1763698889241172200,0.160172119140625,-0.1830965042752219,-0.21375733025307347,-0.08865197452705842,-0.006018164807104633,-0.9727130288495847,-0.016672491857473146,-0.43212914829106397
1763698889251195400,0.1701953125,-0.19164174506275777,-0.21933805050430144,-0.09195725336825147,-0.01258287525274286,-0.9711911592090883,-0.014915846631248723,-0.4431436647921923
1763698889261218300,0.18021826171875,-0.20165120615519413,-0.2254743599192413,-0.0957547186825476,-0.020487317905643808,-0.9694477961570448,-0.012780659910935556,-0.4551742839556599
1763698889271241500,0.190241455078125,-0.21306166026483955,-0.23199860556833882,-0.0999971059950283,-0.029719376240073696,-0.9675080104619617,-0.010272089591790537,-0.4678578526243851
1763698889281264400,0.200264404296875,-0.22554495549034526,-0.238611808196072,-0.10458298142914507,-0.03971221871504066,-0.965437124221839,-0.00761594189111924,-0.48061252070690547
1763698889291287300,0.210287353515625,-0.23871286671748804,-0.2447309991460084,-0.10949285977897491,-0.04923210210340054,-0.9633742649991532,-0.005307160777053099,-0.49234911067612935
1763698889301310200,0.220310302734375,-0.2523790327834045,-0.24978846519324982,-0.11480435894418253,-0.05728732567937391,-0.9614634405260293,-0.0037244038234683662,-0.5020004177132055
1763698889311332400,0.230332275390625,-0.26594145262542557,-0.253265565751283,-0.12056374442398961,-0.06165341834134596,-0.9598472388386767,-0.0037812070202778575,-0.5087709833291001
1763698889321355300,0.240355224609375,-0.27928673408468685,-0.25515887031234763,-0.12692414704160548,-0.060935560617167255,-0.9585128319549945,-0.006108152676192753,-0.512889093973913
1763698889331378400,0.25037841796875,-0.2924914072130976,-0.2557991003581927,-0.13365323765912368,-0.05727895609981027,-0.9573974284345215,-0.009687688353542237,-0.5148363092680411
1763698889341401300,0.2604013671875,-0.30516053426758605,-0.2550923307887062,-0.14035045685479067,-0.052466175353017216,-0.9565802173983965,-0.013560825810712667,-0.5142007274254635
1763698889351424500,0.270424560546875,-0.3168926919426516,-0.2530236236166617,-0.14668850791098187,-0.04758335831050045,-0.956121552738533,-0.017119785638802454,-0.5107884739876596
1763698889361447400,0.280447509765625,-0.3267181447978053,-0.2496259822143738,-0.15223354314279355,-0.0423345552726938,-0.9560840575993408,-0.020373390529935694,-0.5046828686850111
