time,seconds_elapsed,z,y,x
1763690859914814700,0.066814697265625,-0.07656801491975784,0.24713975191116333,-0.3117371201515198
1763690859924764700,0.0767646484375,-0.10455729812383652,0.3043212890625,-0.1746964454650879
1763690859934715600,0.086715576171875,-0.12449505925178528,0.25161999464035034,-0.05546751990914345
1763690859944665600,0.09666552734375,-0.1449044644832611,0.11250683665275574,0.0314846895635128
1763690859954616800,0.106616943359375,-0.15226863324642181,-0.015592541545629501,0.08920471370220184
1763690859964566800,0.11656689453125,-0.13733123242855072,-0.09041938185691833,0.1120021715760231
1763690859974517800,0.126517822265625,-0.1095251590013504,-0.11901000887155533,0.10134366154670715
1763690859984467700,0.1364677734375,-0.0632530078291893,-0.10500684380531311,0.06775800883769989
1763690859994417700,0.146417724609375,-0.01143002137541771,-0.07067257165908813,0.02887692116200924
1763690860004369000,0.156368896484375,0.03448527306318283,-0.04668175056576729,-0.013635917566716671
1763690860014318600,0.166318603515625,0.0622713640332222,-0.022372417151927948,-0.04164811223745346
1763690860024269800,0.176269775390625,0.07755257934331894,-0.0009486179915256798,-0.046788811683654785
1763690860034219800,0.1862197265625,0.07320816814899445,0.008888832293450832,-0.029025526717305183
1763690860044169700,0.196169677734375,0.0445174016058445,0.0015089471125975251,-0.009545035660266876
1763690860054120700,0.20612060546875,0.002305764937773347,-0.03044578991830349,0.011540275998413563
1763690860064070700,0.216070556640625,-0.03287858888506889,-0.05543316528201103,0.03567490726709366
1763690860074022000,0.22602197265625,-0.05138808861374855,-0.05753173679113388,0.05031723156571388
1763690860083971800,0.235971923828125,-0.05347094684839249,-0.06493958830833435,0.0379207506775856
1763690860093921500,0.245921630859375,-0.03875991329550743,-0.07135247439146042,0.018428541719913483
1763690860103872800,0.255872802734375,-0.008382565341889858,-0.06878119707107544,0.001547030289657414
1763690860113822700,0.26582275390625,0.027889154851436615,-0.07199935615062714,-0.003579554846510291
1763690860123773700,0.275773681640625,0.05366482585668564,-0.07269391417503357,-0.009895240887999535
1763690860133723600,0.2857236328125,0.07291601598262787,-0.04743435978889465,-0.010057161562144756
1763690860143674600,0.295674560546875,0.08991870284080505,-0.01890498213469982,-0.007449660450220108
1763690860153624800,0.305624755859375,0.10094019770622253,-0.018693793565034866,-0.013275325298309326
1763690860163574800,0.31557470703125,0.09527858346700668,-0.04994438961148262,-0.02371465042233467
1763690860173525800,0.32552587890625,0.08078140020370483,-0.045474275946617126,-0.03482722118496895
1763690860183475700,0.335475830078125,0.07133090496063232,-0.0329052209854126,-0.03917483240365982
1763690860193426700,0.3454267578125,0.057431600987911224,-0.04059509560465813,-0.04107952490448952
1763690860203377000,0.355376953125,0.04315466061234474,-0.04632062837481499,-0.03971651941537857
1763690860213326600,0.36532666015625,0.03909573704004288,-0.042937345802783966,-0.025736788287758827
1763690860223277800,0.37527783203125,0.04033224284648895,-0.029227394610643387,-0.014595987275242805
1763690860233227800,0.385227783203125,0.039154328405857086,-0.01161537691950798,-0.0012546151410788298
1763690860243178500,0.395178466796875,0.036672260612249374,0.0003504719934426248,0.011181548237800598
1763690860253128700,0.405128662109375,0.03407354652881622,0.00612367270514369,0.017587782815098763
1763690860263078700,0.41507861328125,0.03121810592710972,0.015102519653737545,0.019348131492733955
1763690860273030000,0.42502978515625,0.037693582475185394,0.02550855651497841,0.011969311162829399
1763690860282979800,0.434979736328125,0.03563256189227104,0.028496889397501945,-0.01158688124269247
1763690860292930600,0.4449306640625,0.02268773503601551,0.010152502916753292,-0.03780250623822212
1763690860302880800,0.454880859375,0.0176991019397974,-0.0026695525739341974,-0.05893176048994064
1763690860312831700,0.464831787109375,0.02214311994612217,-0.019243469461798668,-0.0736640989780426
1763690860322781700,0.47478173828125,0.027396736666560173,-0.05955440551042557,-0.08519265800714493
1763690860332731600,0.484731689453125,0.03702699393033981,-0.09179303795099258,-0.08598228543996811
1763690860342683000,0.494682861328125,0.04940749704837799,-0.09308147430419922,-0.06533533334732056
1763690860352632800,0.5046328125,0.05994269624352455,-0.09282101690769196,-0.040950097143650055
1763690860362583600,0.51458349609375,0.07334239035844803,-0.09891299903392792,-0.025965021923184395
1763690860372533800,0.52453369140625,0.07027176767587662,-0.10106030106544495,-0.03213769569993019
1763690860382483700,0.534483642578125,0.06458085775375366,-0.07822423428297043,-0.03645867481827736
1763690860392435000,0.54443505859375,0.05515912547707558,-0.03007614240050316,-0.03671540319919586
1763690860402384600,0.554384521484375,0.04271390661597252,0.012258264236152172,-0.03916284814476967
1763690860412335600,0.564335693359375,0.04030561074614525,0.007979363203048706,-0.03640541061758995
1763690860422285800,0.574285888671875,0.04785860329866409,-0.025621740147471428,-0.024178573861718178
