time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1763701325392209400,0.27920947265625,-0.8237125277519226,-0.061058204621076584,0.10967254638671875,0.5529389381408691,0.11630883067846298,-0.22373518347740173,1.972298264503479
1763701325402335700,0.289335693359375,-0.8215238451957703,-0.0627639889717102,0.11226655542850494,0.5554777383804321,0.11810500174760818,-0.22986632585525513,1.9661567211151123
1763701325421868300,0.308868408203125,-0.8154575824737549,-0.06511017680168152,0.11902473121881485,0.562692403793335,0.12481170147657394,-0.24250780045986176,1.948810338973999
1763701325431994600,0.31899462890625,-0.8155300617218018,-0.06555937975645065,0.12135189026594162,0.5620377063751221,0.12844161689281464,-0.24580784142017365,1.95064115524292
1763701325442556200,0.32955615234375,-0.8152831792831421,-0.06544464081525803,0.12467504292726517,0.5616818070411682,0.13431763648986816,-0.2493428885936737,1.951920509338379
1763701325462808600,0.34980859375,-0.8138951063156128,-0.06455487757921219,0.1324588805437088,0.5620161294937134,0.14844752848148346,-0.2567824721336365,1.9521130323410034
1763701325472834000,0.359833984375,-0.8137940168380737,-0.06433412432670593,0.1359238177537918,0.5613600611686707,0.15480829775333405,-0.26024141907691956,1.9541876316070557
1763701325482960400,0.36996044921875,-0.815335750579834,-0.06419742107391357,0.1385856568813324,0.5584803819656372,0.16044090688228607,-0.2624833583831787,1.9616812467575073
1763701325493086700,0.380086669921875,-0.8176521062850952,-0.06396161019802094,0.14095859229564667,0.5545129776000977,0.16606341302394867,-0.26397866010665894,1.9718310832977295
1763701325503042000,0.3900419921875,-0.8192955255508423,-0.06369490921497345,0.1436067372560501,0.5514298677444458,0.1719227284193039,-0.2658691704273224,1.9798158407211304
1763701325513168400,0.40016845703125,-0.8208559155464172,-0.06383863836526871,0.14614838361740112,0.5484166741371155,0.17714336514472961,-0.26831290125846863,1.9875695705413818
1763701325523294700,0.410294677734375,-0.8226971626281738,-0.06359158456325531,0.14912639558315277,0.5448731780052185,0.1837456077337265,-0.27042725682258606,1.996711015701294
1763701325542850800,0.429850830078125,-0.8299357891082764,-0.06808492541313171,0.15178656578063965,0.532477080821991,0.18771624565124512,-0.27823397517204285,2.0270745754241943
1763701325552977200,0.43997705078125,-0.8317908644676208,-0.07044140249490738,0.15517978370189667,0.5282813310623169,0.19263969361782074,-0.28498411178588867,2.0376362800598145
1763701325562958000,0.4499580078125,-0.8311991095542908,-0.07319869846105576,0.1596539318561554,0.5275040864944458,0.19793060421943665,-0.2943538725376129,2.0400407314300537
1763701325573084400,0.46008447265625,-0.8289520144462585,-0.07627011835575104,0.16452696919441223,0.5291051864624023,0.20275680720806122,-0.30527207255363464,2.036700963973999
1763701325583210800,0.470210693359375,-0.8264693021774292,-0.08015746623277664,0.16833364963531494,0.5312128067016602,0.20460672676563263,-0.3165999948978424,2.031843900680542
1763701325593183500,0.48018359375,-0.8243749737739563,-0.08473969250917435,0.17070859670639038,0.5329949259757996,0.20325003564357758,-0.3275119364261627,2.0274055004119873
1763701325603309800,0.490309814453125,-0.822630763053894,-0.08919958770275116,0.17242465913295746,0.5344078540802002,0.200950026512146,-0.3374127447605133,2.023697853088379
1763701325613436200,0.500436279296875,-0.8212059140205383,-0.09293562918901443,0.17385233938694,0.5354989767074585,0.19900885224342346,-0.34567734599113464,2.0207631587982178
1763701325623432000,0.510431884765625,-0.8201912045478821,-0.09587353467941284,0.17500919103622437,0.5361589789390564,0.19760768115520477,-0.3521692752838135,2.0189199447631836
1763701325633558300,0.520558349609375,-0.8196331262588501,-0.09807785600423813,0.1759597510099411,0.5363025069236755,0.1968497782945633,-0.3570491671562195,2.0184121131896973
1763701325643684600,0.5306845703125,-0.8186981081962585,-0.09926274418830872,0.17738983035087585,0.537041187286377,0.1977824717760086,-0.3608437180519104,2.016662359237671
1763701325653653800,0.54065380859375,-0.8165497779846191,-0.0993470773100853,0.17979250848293304,0.5394917130470276,0.2008621245622635,-0.36423739790916443,2.0109877586364746
1763701325663780000,0.550780029296875,-0.8132792115211487,-0.09860038012266159,0.18295133113861084,0.5434921383857727,0.20546650886535645,-0.3674582242965698,2.001676559448242
1763701325673906400,0.560906494140625,-0.8089810013771057,-0.09715165942907333,0.18673618137836456,0.5488541722297668,0.21129436790943146,-0.37059441208839417,1.9891082048416138
1763701325683894500,0.57089453125,-0.8046036958694458,-0.09563441574573517,0.19024361670017242,0.5543232560157776,0.21661914885044098,-0.373427152633667,1.9761415719985962
1763701325694020900,0.581020751953125,-0.8015275597572327,-0.09448544681072235,0.19252446293830872,0.5581759810447693,0.2201036661863327,-0.37512674927711487,1.9669320583343506
1763701325704147200,0.591147216796875,-0.8000152707099915,-0.09352660179138184,0.19361546635627747,0.5601262450218201,0.22217705845832825,-0.3752913475036621,1.9623017311096191
1763701325714144000,0.60114404296875,-0.7991546392440796,-0.09272001683712006,0.1940518021583557,0.5613366365432739,0.22327952086925507,-0.37476304173469543,1.9594110250473022
1763701325724270300,0.611270263671875,-0.7979207038879395,-0.09104778617620468,0.1953476071357727,0.5629139542579651,0.2267036736011505,-0.37387514114379883,1.9558671712875366
1763701325734396700,0.621396728515625,-0.7960372567176819,-0.08874326944351196,0.1977137327194214,0.5651181936264038,0.2324305921792984,-0.37336334586143494,1.9509881734848022
1763701325744382000,0.6313818359375,-0.7934603691101074,-0.08574016392230988,0.2013964056968689,0.5678985714912415,0.24099072813987732,-0.3734269142150879,1.9449305534362793
1763701325754508300,0.64150830078125,-0.7900097370147705,-0.08172803372144699,0.20685741305351257,0.5713275074958801,0.2535111904144287,-0.374168336391449,1.9375889301300049
1763701325764634600,0.651634521484375,-0.7856713533401489,-0.07649927586317062,0.2144293636083603,0.5752289891242981,0.27089571952819824,-0.375672847032547,1.9294320344924927
1763701325774616000,0.661615966796875,-0.7803795337677002,-0.06984066963195801,0.22436702251434326,0.5794734954833984,0.2939015030860901,-0.3779694139957428,1.9207628965377808
